Sl.No.,Brand,Product_Description,Price,Product_Link,Rating
301,PLUS 91,Opaque Casual shirt,Rs. 699,https://www.myntra.com/shirts/plus-91/plus-91-men-navy-blue-standard-opaque-casual-shirt/22996840/buy,4.3
302,Allen Solly Tribe,Men Printed Polo Collar tshirt,Rs. 1049,https://www.myntra.com/tshirts/allen-solly-tribe/allen-solly-tribe-men-printed-polo-collar-t-shirt/18311590/buy,4.7
303,U.S. Polo Assn. Denim Co.,Men Slim Fit jeans,Rs. 2274,https://www.myntra.com/jeans/us-polo-assn-denim-co/us-polo-assn-denim-co-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/13639778/buy,4.1
304,Roadster,Solid Round Neck tshirt,Rs. 249,https://www.myntra.com/tshirts/roadster/roadster-men-charcoal-grey-solid-round-neck-t-shirt/11687264/buy,4.2
305,Arrow,Slim Fit Casual shirt,Rs. 1099,https://www.myntra.com/shirts/arrow/arrow-men-green-slim-fit-printed-pure-cotton-casual-shirt/17222730/buy,4.3
306,Powerlook,Opaque Casual shirt,Rs. 883,https://www.myntra.com/shirts/powerlook/powerlook-men-cream-coloured-opaque-printed-casual-shirt/23008110/buy,4
307,Louis Philippe,Slim Fit Formal shirt,Rs. 1679,https://www.myntra.com/shirts/louis-philippe/louis-philippe-men-white-textured-pure-cotton-slim-fit-formal-shirt/19092338/buy,4.5
308,Allen Solly,Solid Polo Collar tshirt,Rs. 779,https://www.myntra.com/tshirts/allen-solly/allen-solly-solid-polo-collar-t-shirt/22882386/buy,3.4
309,The Souled Store,Men Printed tshirt,Rs. 529,https://www.myntra.com/tshirts/the-souled-store/the-souled-store-men-green-printed-pure-cotton-t-shirt/19797872/buy,4.5
310,Raymond,Contemporary-Fit Formal shirt,Rs. 2599,https://www.myntra.com/shirts/raymond/raymond-textured-spread-collar-contemporary-fit-pure-cotton-formal-shirt/22413476/buy,4.7
311,GANT,Polo Collar Cotton tshirt,Rs. 4499,https://www.myntra.com/tshirts/gant/gant-polo-collar-cotton-t-shirt/22345860/buy,4.6
312,Levis,Men 511 Slim Fit jeans,Rs. 3219,https://www.myntra.com/jeans/levis/levis-men-511-slim-fit-mid-rise-stretchable-jeans/21926912/buy,4.8
313,Roadster,Opaque Cotton Casual shirt,Rs. 549,https://www.myntra.com/shirts/roadster/roadster-men-yellow--black-cotton-opaque-checked-sustainable-casual-shirt/15383138/buy,4.1
314,Flying Machine,Men Slim Fit jeans,Rs. 2699,https://www.myntra.com/jeans/flying-machine/flying-machine-men-slim-fit-light-fade-jeans/23006672/buy,4.2
315,Roadster,Men Carrot Fit Cropped jeans,Rs. 899,https://www.myntra.com/jeans/roadster/roadster-men-blue-carrot-fit-light-fade-stretchable-cropped-jeans/14638068/buy,3.8
316,Jompers,Men Embroidered kurta,Rs. 917,https://www.myntra.com/kurtas/jompers/jompers-men-yellow-thread-work-embroidered-chikankari-pure-cotton-kurta/17027006/buy,4.3
317,Roadster,Solid Round Neck Pure Cotton tshirt,Rs. 274,https://www.myntra.com/tshirts/roadster/roadster-men-blue-solid-round-neck-pure-cotton-t-shirt/11126616/buy,3.9
318,Allen Solly Tribe,Men Brand Logo Printed Slim Fit tshirt,Rs. 1049,https://www.myntra.com/tshirts/allen-solly-tribe/allen-solly-tribe-men-brand-logo-printed-slim-fit-t-shirt/18327240/buy,4.3
319,Levis,Men Tapered Fit Casual jeans,Rs. 1449,https://www.myntra.com/jeans/levis/levis-men-blue-light-fade-stretchable-tapered-fit-casual--jeans/18074826/buy,4.2
320,HERE&NOW,Pure Cotton Checked Sustainable shirt,Rs. 809,https://www.myntra.com/shirts/herenow/herenow-men-green--grey-pure-cotton-checked-sustainable-casual-shirt/14098748/buy,4.2
321,Allen Solly,Slim Fit Linen Formal shirt,Rs. 2764,https://www.myntra.com/shirts/allen-solly/allen-solly-men-white-comfort-slim-fit-linen-formal-shirt/20688914/buy,4.2
322,Calvin Klein Jeans,Men Pure Cotton Tank tshirt,Rs. 1819,https://www.myntra.com/tshirts/calvin-klein-jeans/calvin-klein-jeans-men-pure-cotton-brand-logo-sleeveless-tank-t-shirt/21086514/buy,3.2
323,VAN HEUSEN DENIM LABS,Men Skinny Fit jeans,Rs. 1924,https://www.myntra.com/jeans/van-heusen-denim-labs/van-heusen-denim-labs-men-navy-blue-skinny-fit-jeans/18621102/buy,4.3
324,Roadster,Men Slim Tapered Fit jeans,Rs. 699,https://www.myntra.com/jeans/roadster/roadster-men-blue-slim-tapered-fit-mildly-distressed-light-fade-stretchable-jeans/14637688/buy,3.8
325,U.S. Polo Assn. Denim Co.,Men Slim Fit jeans,Rs. 2089,https://www.myntra.com/jeans/us-polo-assn-denim-co/us-polo-assn-denim-comen-blue-slim-fit-low-distress-light-fade-jeans/18926858/buy,3.7
326,The Indian Garage Co,Solid Casual shirt,Rs. 577,https://www.myntra.com/shirts/the-indian-garage-co/the-indian-garage-co-men-cream-coloured-solid-casual-shirt/18960016/buy,3.8
327,Tommy Hilfiger,Pure Linen Casual shirt,Rs. 4599,https://www.myntra.com/shirts/tommy-hilfiger/tommy-hilfiger-floral-printed-button-down-collar-pure-linen-casual-shirt/22505994/buy,4.2
328,Levis,Men Printed tshirt,Rs. 699,https://www.myntra.com/tshirts/levis/levis-men-white-printed-pure-cotton-t-shirt/18087746/buy,4.4
329,Roadster,Regular Printed Casual shirt,Rs. 559,https://www.myntra.com/shirts/roadster/roadster-men-black--red-conversational-print-sustainable-casual-shirt/12947378/buy,4.3
330,MANGO MAN,Printed Casual shirt,Rs. 3591,https://www.myntra.com/shirts/mango-man/mango-man-printed-casual-shirt/22671448/buy,4
331,Allen Cooper,Men Slim Fit Casual shirt,Rs. 749,https://www.myntra.com/shirts/allen-cooper/allen-cooper-men-grey-slim-fit-cotton-casual-shirt/17611846/buy,4.3
332,Roadster,Polo Collar Cotton Pure Cotton tshirt,Rs. 402,https://www.myntra.com/tshirts/roadster/roadster-men-white-polo-collar-cotton-pure-cotton-t-shirt/11126666/buy,4.1
333,Pepe Jeans,Men Slim Fit Light Fade jeans,Rs. 3849,https://www.myntra.com/jeans/pepe-jeans/pepe-jeans-men-comfort-slim-fit-low-distress-light-fade-jeans/22635246/buy,4.9
334,Arrow,Polo Collar tshirt,Rs. 839,https://www.myntra.com/tshirts/arrow/arrow-polo-collar-t-shirt/22174722/buy,4.5
335,Indian Terrain,Cotton Slim Fit Checked shirt,Rs. 2199,https://www.myntra.com/shirts/indian-terrain/indian-terrain-pure-cotton-slim-fit-checked-semiformal-shirt/22154800/buy,4.3
336,Roadster,Men Polo Collar tshirt,Rs. 479,https://www.myntra.com/tshirts/roadster/roadster-solid-polo-collar-t-shirt/22610104/buy,4
337,SHOWOFF,Slim Fit Checked Casual shirt,Rs. 748,https://www.myntra.com/shirts/showoff/showoff-classic-slim-fit-tartan-checks-checked-cotton-casual-shirt/21987644/buy,4.5
338,Pepe Jeans,Men Casual Linen shirt,Rs. 2799,https://www.myntra.com/shirts/pepe-jeans/pepe-jeans-men-relaxed-casual-linen-shirt/21915254/buy,3.8
339,HRX by Hrithik Roshan,Solid Round Neck tshirt,Rs. 269,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-melange-solid-round-neck-t-shirt/2314396/buy,4.1
340,The Indian Garage Co,Comfort Checked shirt,Rs. 577,https://www.myntra.com/shirts/the-indian-garage-co/the-indian-garage-co-men-red--black-comfort-tartan-checked-shirt/17357578/buy,4.3
341,ADIDAS Originals,Trefoil Printed Cotton tshirt,Rs. 1799,https://www.myntra.com/tshirts/adidas-originals/adidas-originals-sustainable-adicolor-classics-trefoil-printed-pure-cotton-t-shirt/20468588/buy,4.7
342,Nautica,Polo Collar Cotton tshirt,Rs. 1349,https://www.myntra.com/tshirts/nautica/nautica-typography--striped-polo-collar-pure-cotton-t-shirt/21264384/buy,4.6
343,Wrangler,Men Heavy Fade jeans,Rs. 3199,https://www.myntra.com/jeans/wrangler/wrangler-men-millard-low-distress-heavy-fade-stretchable-jeans/22429856/buy,4.4
344,Indian Terrain,Cotton Printed Polo tshirt,Rs. 1899,https://www.myntra.com/tshirts/indian-terrain/indian-terrain-printed-polo-collar-t-shirt/16131070/buy,4.3
345,Jack & Jones,Solid Puffer jacket,Rs. 2474,https://www.myntra.com/jackets/jack--jones/jack--jones-men-blue-solid-puffer-jacket/19348826/buy,4.1
346,Roadster,Striped Round Neck tshirt,Rs. 269,https://www.myntra.com/tshirts/roadster/roadster-men-grey-melange--navy-striped-round-neck-t-shirt/2215238/buy,4
347,Difference of Opinion,Printed Round Neck Pure Cotton tshirt,Rs. 516,https://www.myntra.com/tshirts/difference-of-opinion/difference-of-opinion-men-grey-melange--blue-printed-round-neck-pure-cotton-t-shirt/7337396/buy,4.2
348,HERE&NOW,Checked Casual shirt,Rs. 799,https://www.myntra.com/shirts/herenow/herenow-men-blue-tartan-checks-checked-casual-shirt/19424042/buy,4.1
349,Tommy Hilfiger,Self Design Pure Cotton shirt,Rs. 4599,https://www.myntra.com/shirts/tommy-hilfiger/tommy-hilfiger-self-design-button-down-collar-seersucker-weave-pure-cotton-casual-shirt/22911190/buy,4.2
350,INVICTUS,Slim Fit Casual shirt,Rs. 629,https://www.myntra.com/shirts/invictus/invictus-slim-fit-striped-casual-shirt/20492220/buy,4.2
351,Levis,Men Pure Cotton Casual shirt,Rs. 1889,https://www.myntra.com/shirts/levis/levis-men-slim-fit-printed-pure-cotton-casual-shirt/20516348/buy,4.1
352,HIGHLANDER,Slim Fit Casual shirt,Rs. 524,https://www.myntra.com/shirts/highlander/highlander-men-black--white-slim-fit-printed-casual-shirt/11780944/buy,4.4
353,Levis,Men 512 Slim Tapered Fit jeans,Rs. 1434,https://www.myntra.com/jeans/levis/levis-men-blue-512-slim-tapered-fit-mid-rise-low-distress-light-fade-stretchable-jeans/18973962/buy,4.4
354,ether,Anti Microbial Sustainable Poplin shirt,Rs. 489,https://www.myntra.com/shirts/ether/ether-men-black-anti-microbial-poplin-cotton-sustainable-shirt/11746278/buy,4.2
355,Roadster,Men Polo Collar tshirt,Rs. 349,https://www.myntra.com/tshirts/roadster/roadster-men-polo-collar-t-shirt/22362704/buy,3.4
356,Technosport,Antimicrobial Slim Fit tshirt,Rs. 499,https://www.myntra.com/tshirts/technosport/technosport-polo-collar-colourblocked-antimicrobial-slim-fit-training-or-gym-t-shirt/22454562/buy,3.8
357,Roadster,Regular Checked Casual shirt,Rs. 597,https://www.myntra.com/shirts/roadster/roadster-men-maroon--grey-regular-fit-checked-casual-sustainable-shirt/12947636/buy,4.3
358,FUBAR,Slim Fit Casual shirt,Rs. 699,https://www.myntra.com/shirts/fubar/fubar-mandarin-collar-slim-fit-casual-shirt/22988230/buy,3.1
359,HERE&NOW,Slim Fit Casual shirt,Rs. 849,https://www.myntra.com/shirts/herenow/herenow-men-teal-slim-fit-cotton-casual-shirt/17425420/buy,4.4
360,WROGN,Men Slim Fit Casual shirt,Rs. 696,https://www.myntra.com/shirts/wrogn/wrogn-men-white--blue-slim-fit-striped-casual-shirt/11361278/buy,4
361,Roadster,Regular Fit Checked shirt,Rs. 549,https://www.myntra.com/shirts/roadster/roadster-men-teal-blue--black-regular-fit-checked-sustainable-casual-shirt/12056196/buy,4.2
362,DENNISON,Men Formal shirt,Rs. 1319,https://www.myntra.com/shirts/dennison/dennison-men-blue-comfort-formal-shirt/11530474/buy,3.9
363,U.S. Polo Assn. Denim Co.,Men Skinny Fit jeans,Rs. 1049,https://www.myntra.com/jeans/us-polo-assn-denim-co/us-polo-assn-denim-co-men-blue-skinny-fit-light-fade-stretchable-jeans/19021932/buy,4
364,Being Human,Men Slim Fit jeans,Rs. 679,https://www.myntra.com/jeans/being-human/being-human-men-slim-fit-stretchable-jeans/22464030/buy,4
365,Harvard,Pure Cotton Classic Fit shirt,Rs. 719,https://www.myntra.com/shirts/harvard/harvard-men-teal-blue--pink-pure-cotton-classic-fit-striped-casual-shirt/16654342/buy,4.3
366,HERE&NOW,Striped Slim Fit Sustainable Casual shirt,Rs. 2491,https://www.myntra.com/shirts/herenow/herenow-men-blue--white-slim-fit-striped-sustainable-casual-shirt/11758158/buy,4.3
367,Allen Solly,Slim Fit Cotton Casual shirt,Rs. 1959,https://www.myntra.com/shirts/allen-solly/allen-solly-self-design-slim-fit-pure-cotton-casual-shirt/22733110/buy,3.6
368,Tommy Hilfiger,Men Solid Slim Fit tshirt,Rs. 781,https://www.myntra.com/tshirts/tommy-hilfiger/tommy-hilfiger-men-slim-fit-solid-polo-collar-t-shirt/21487934/buy,3
369,Red Tape,Casual Pure Cotton shirt,Rs. 2999,https://www.myntra.com/shirts/red-tape/red-tape-spread-collar-casual-pure-cotton--shirt/22183950/buy,4.2
370,RARE RABBIT,Men Printed Slim Fit Casual shirt,Rs. 314,https://www.myntra.com/shirts/rare-rabbit/rare-rabbit-men-green-printed-slim-fit-casual-shirt/19290252/buy,4
371,WROGN,Printed Round Neck Pure Cotton tshirt,Rs. 269,https://www.myntra.com/tshirts/wrogn/wrogn-men-off-white-printed-round-neck-pure-cotton-t-shirt/2338895/buy,4
372,Roadster,Men Solid Waffle tshirt,Rs. 2799,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-olive-green--waffle-texture-t-shirt/16998588/buy,4.1
373,Calvin Klein Jeans,Men High Neck Cotton tshirt,Rs. 1633,https://www.myntra.com/tshirts/calvin-klein-jeans/calvin-klein-jeans-men-high-neck-pure-cotton-t-shirt-with-logo-embroidery/21086648/buy,3.4
374,Jompers,Men Ethnic Motifs Cotton kurta,Rs. 899,https://www.myntra.com/kurtas/jompers/jompers-men-ethnic-motifs-mirror-work-indigo-cotton-kurta/20882622/buy,4.2
375,Roadster,Men Slim Fit jeans,Rs. 1299,https://www.myntra.com/jeans/roadster/roadster-men-black-slim-fit-mid-rise-mildly-distressed-stretchable-jeans/8305677/buy,3.6
376,ADIDAS,IN SMU 3-Stripes Polo,Rs. 1539,https://www.myntra.com/tshirts/adidas/adidas-men-in-smu-3-stripes-polo-collar-training-t-shirt/19187086/buy,4.8
377,Levis,Men Slim Fit jeans,Rs. 664,https://www.myntra.com/jeans/levis/levis-men-blue-slim-fit-slash-knee-heavy-fade-stretchable-jeans/18973742/buy,4.2
378,Roadster,Roll-Up Sleeved Casual shirt,Rs. 2029,https://www.myntra.com/shirts/roadster/roadster-men-white-cotton-linen-casual-shirt-with-roll-up-sleeves/11896042/buy,4.1
379,Levis,Slim Fit Checked Casual shirt,Rs. 1559,https://www.myntra.com/shirts/levis/levis-blue-slim-fit-checked-casual-shirt/21922300/buy,4
380,U.S. Polo Assn.,Tailored Cotton Casual shirt,Rs. 1299,https://www.myntra.com/shirts/us-polo-assn/u-s-polo-assn-men-white--blue-tailored-fit-striped-pure-cotton-casual-shirt/19446152/buy,4.1
381,Park Avenue,Printed Slim Fit tshirt,Rs. 399,https://www.myntra.com/tshirts/park-avenue/park-avenue-geometric-printed-slim-fit-t-shirt/22502298/buy,4
382,FUBAR,Slim Fit Opaque Casual shirt,Rs. 494,https://www.myntra.com/shirts/fubar/fubar-men-brown-slim-fit-tartan-checks-opaque-checked-casual-shirt/22913920/buy,4.1
383,Roadster,Men Waffle Solid tshirt,Rs. 2549,https://www.myntra.com/tshirts/roadster/roadster-men-sea-green-waffle-texture-henley-neck-t-shirt/17329050/buy,4.1
384,RARE RABBIT,Slim Fit Casual shirt,Rs. 299,https://www.myntra.com/shirts/rare-rabbit/rare-rabbit-men-maroon-slim-fit-striped-casual-shirt/19290236/buy,4.6
385,Roadster,Printed Round Neck Pure Cotton tshirt,Rs. 499,https://www.myntra.com/tshirts/roadster/roadster-men-black--grey-printed-round-neck-pure-cotton-t-shirt/11545438/buy,4.4
386,Bewakoof,Solid Round Neck Pure Cotton tshirt,Rs. 781,https://www.myntra.com/tshirts/bewakoof/bewakoof-men-white-solid-round-neck-pure-cotton-t-shirt/13819100/buy,4.1
387,Red Tape,Casual Pure Cotton shirt,Rs. 549,https://www.myntra.com/shirts/red-tape/red-tape-spread-collar-casual-pure-cotton--shirt/22183950/buy,4.2
388,Roadster,Men Regular Fit Casual shirt,Rs. 699,https://www.myntra.com/shirts/roadster/roadster-men-green-regular-fit-solid-sustainable-casual-shirt/2503521/buy,4.3
389,FUBAR,Slim Fit Casual shirt,Rs. 1439,https://www.myntra.com/shirts/fubar/fubar-mandarin-collar-slim-fit-casual-shirt/22988196/buy,4.9
390,WROGN,Men Slim Fit jeans,Rs. 759,https://www.myntra.com/jeans/wrogn/wrogn-men-black-slim-fit-mid-rise-clean-look-jeans/1502347/buy,4.2
391,HERE&NOW,Slim Fit Casual shirt,Rs. 1649,https://www.myntra.com/shirts/herenow/herenow-men-white-slim-fit-printed-casual-shirt/19141010/buy,3.9
392,Levis,Slim Pure Cotton Casual shirt,Rs. 816,https://www.myntra.com/shirts/levis/levis-men-blue-slim-fit-self-design-pure-cotton-casual-shirt/18974448/buy,4.1
393,Roadster,Roll-Up Sleeved Casual shirt,Rs. 899,https://www.myntra.com/shirts/roadster/roadster-men-white-cotton-linen-casual-shirt-with-roll-up-sleeves/11896042/buy,4.1
394,The Souled Store,Oversized tshirt,Rs. 479,https://www.myntra.com/tshirts/the-souled-store/the-souled-store-unisex-black-looney-tunes-bugs-bunny-oversized-t-shirt/14701238/buy,4.6
395,Moda Rapido,Men Striped Round Neck Pure Cotton tshirt,Rs. 1399,https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-black--blue-striped-round-neck-pure-cotton-t-shirt/10827406/buy,4.2
396,Allen Solly,Slim Fit Casual Cotton shirt,Rs. 577,https://www.myntra.com/shirts/allen-solly/allen-solly-men-slim-fit-printed-casual-cotton-shirt/21611620/buy,2.9
397,The Indian Garage Co,Casual shirt,Rs. 629,https://www.myntra.com/shirts/the-indian-garage-co/the-indian-garage-co-men-green-casual-shirt/14519376/buy,3.8
398,Roadster,Striped Polo Collar tshirt,Rs. 1264,https://www.myntra.com/tshirts/roadster/roadster-men-black--white-striped-polo-collar-t-shirt/11462768/buy,4.1
399,Flying Machine,Men Slim Fit Mid-Raise jeans,Rs. 3439,https://www.myntra.com/jeans/flying-machine/flying-machine-men-slim-fit-mid-raise-jeans/22566040/buy,3.8
400,Levis,Men Skinny Fit jeans,Rs. 499,https://www.myntra.com/jeans/levis/levis-men-mid-rise-skinny-fit-light-fade-stretchable-jeans/21927330/buy,3.9
401,FUBAR,Ethnic Motifs Printed kurta,Rs. 1499,https://www.myntra.com/kurtas/fubar/fubar-mandarin-collar-ethnic-motifs-printed-short-kurta/22932986/buy,4.8
402,Gallus,Dri-FIT Slim Fit tshirt,Rs. 1264,https://www.myntra.com/tshirts/gallus/gallus-raglan-sleeves-dri-fit-slim-fit-t-shirt/19395816/buy,4.2
403,ColorPlus,Printed Cotton Casual shirt,Rs. 854,https://www.myntra.com/shirts/colorplus/colorplus-conversational-printed-cotton-casual-shirt/22499506/buy,4.9
404,WROGN,Solid Polo Collar Slim Pure Cotton tshirt,Rs. 6600,https://www.myntra.com/tshirts/wrogn/wrogn-men-black-solid-polo-collar-slim-fit-pure-cotton-t-shirt/11363440/buy,4.2
405,Lacoste,Men Polo Collar Slim Fit tshirt,Rs. 1924,https://www.myntra.com/tshirts/lacoste/lacoste-men-polo-collar-slim-fit-t-shirt/21118306/buy,4.4
406,VAN HEUSEN DENIM LABS,Men Super Skinny Fit jeans,Rs. 899,https://www.myntra.com/jeans/van-heusen-denim-labs/van-heusen-denim-labs-men-navy-blue-super-skinny-fit-heavy-fade-stretchable-jeans/17887916/buy,4.1
407,Roadster,Men Regular Fit Casual shirt,Rs. 549,https://www.myntra.com/shirts/roadster/roadster-men-white-printed-regular-fit-sustainable-casual-shirt/10740958/buy,4.2
408,Roadster,Colourblocked tshirt,Rs. 1490,https://www.myntra.com/tshirts/roadster/roadster-men-black--blue-colourblocked-round-neck-t-shirt/2499318/buy,4.2
409,DAMENSCH,Textured Casual tshirt,Rs. 799,https://www.myntra.com/tshirts/damensch/damensch-popcorn-texture-premium-cotton-regular-fit-t-shirt/22435934/buy,4.5
410,HERE&NOW,Regular Fit Casual shirt,Rs. 1781,https://www.myntra.com/shirts/herenow/herenow-men-peach-coloured-regular-fit-cotton-casual-shirt/18408342/buy,4.2
411,Levis,Men Slim Cotton Casual shirt,Rs. 1099,https://www.myntra.com/shirts/levis/levis-men-tartan-checked--slim-fit-pure-cotton-casual-shirt/20516370/buy,4.3
412,Kook N Keech,Men Skinny Fit jeans,Rs. 983,https://www.myntra.com/jeans/kook-n-keech/kook-n-keech-men-black-skinny-fit-mid-rise-mildly-distressed-stretchable-jeans/7255220/buy,4
413,Mast & Harbour,Regular Checked Casual Sustainable shirt,Rs. 639,https://www.myntra.com/shirts/mast--harbour/mast--harbour-men-blue--white-regular-fit-checked-casual-sustainable-shirt/13120530/buy,4.2
414,Anouk,Printed Straight kurta,Rs. 485,https://www.myntra.com/kurtas/anouk/anouk-men-navy-blue--off-white-printed-straight-kurta/11200612/buy,4.4
415,Jompers,Men Yellow Solid kurta,Rs. 899,https://www.myntra.com/kurtas/jompers/jompers-men-yellow-solid-straight-kurta/15566102/buy,4.2
416,Roadster,Printed Casual shirt,Rs. 999,https://www.myntra.com/shirts/roadster/roadster-men-white--green-regular-fit-printed-sustainable-casual-shirt/12947542/buy,4.1
417,PARIS HAMILTON,Men Relaxed Fit jeans,Rs. 1999,https://www.myntra.com/jeans/paris-hamilton/paris-hamilton-relaxed-fit-stretchable-jeans/22208334/buy,4.3
418,Indian Terrain,Men Chiseled Slim Print shirt,Rs. 824,https://www.myntra.com/shirts/indian-terrain/indian-terrain-men-pure-cotton-chiseled-slim-fit-opaque-printed-semiformal-shirt/16145734/buy,3.2
419,Mr Bowerbird,Philosophy Oversized Pure Cotton tshirt,Rs. 1999,https://www.myntra.com/tshirts/mr-bowerbird/mr-bowerbird-men-taupe-pure-cotton-philosophy-crew-neck-oversized-pure-cotton-t-shirt/13675254/buy,4.4
420,Gallus,Dri-FIT Slim Fit tshirt,Rs. 3695,https://www.myntra.com/tshirts/gallus/gallus-polo-collar-dri-fit-slim-fit-t-shirt/19395676/buy,3.7
421,Levis,Men Slim Fit jeans,Rs. 1319,https://www.myntra.com/jeans/levis/levis-men-black-slim-fit-mid-rise-light-fade-stretchable-jeans/20429076/buy,4.2
422,Flying Machine,Men Heavy Fade Cropped jeans,Rs. 5599,https://www.myntra.com/jeans/flying-machine/flying-machine-men-slim-fit-heavy-fade-cropped-jeans/22566064/buy,3.9
423,U.S. Polo Assn.,Solid Hooded Padded jacket,Rs. 839,https://www.myntra.com/jackets/us-polo-assn/u-s-polo-assn-men-navy-blue-solid--hooded-padded-jacket/19020458/buy,4.3
424,Roadster,Striped Polo Collar Pure Cotton tshirt,Rs. 749,https://www.myntra.com/tshirts/roadster/roadster-men-burgundy--white-striped-pure-cotton-polo-collar-pure-cotton-t-shirt/12904044/buy,4.2
425,HERE&NOW,Slim Fit Casual shirt,Rs. 359,https://www.myntra.com/shirts/herenow/herenow-men-pure-cotton-slim-fit-printed-casual-shirt/20997898/buy,4.4
426,ether,Pure Cotton tshirt,Rs. 2339,https://www.myntra.com/tshirts/ether/ether-black-pure-cotton-t-shirt/1197830/buy,4.2
427,Tommy Hilfiger,Men Striped Polo Collar Slim Fit tshirt,Rs. 899,https://www.myntra.com/tshirts/tommy-hilfiger/tommy-hilfiger-men-white--navy-blue-striped-polo-collar-slim-fit-t-shirt/18819694/buy,4.8
428,Mast & Harbour,Printed Cotton Casual shirt,Rs. 764,https://www.myntra.com/shirts/mast--harbour/mast--harbour-men-printed-pure-cotton-casual-shirt/18422828/buy,4.3
429,Harvard,Men Skinny Fit jeans,Rs. 2669,https://www.myntra.com/jeans/harvard/harvard-men-skinny-fit-heavy-fade-acid-wash-mid-rise-stretchable-jeans/15458076/buy,3.9
430,Louis Philippe Jeans,Men Slim Fit jeans,Rs. 2519,https://www.myntra.com/jeans/louis-philippe-jeans/louis-philippe-jeans-men-black-slim-fit-jeans/20591062/buy,4.4
431,Pepe Jeans,Men Slim Fit Low-Rise jeans,Rs. 899,https://www.myntra.com/jeans/pepe-jeans/pepe-jeans-men-comfort-slim-fit-low-rise-light-fade-jeans/22635242/buy,4.2
432,Roadster,Cotton Twill Casual shirt,Rs. 1559,https://www.myntra.com/shirts/roadster/roadster-men-navy-blue-pure-cotton-twill-sustainable-casual-shirt/10944414/buy,4
433,Louis Philippe,Men Slim Fit Formal shirt,Rs. 1439,https://www.myntra.com/shirts/louis-philippe/louis-philippe-men-purple-self-design-slim-fit-pure-cotton-formal-shirt/19092238/buy,4.4
434,WROGN,Men Slim Fit Mid-Rise jeans,Rs. 573,https://www.myntra.com/jeans/wrogn/wrogn-men-slim-fit-mid-rise-light-fade-stretchable-jeans/21979372/buy,4.2
435,HIGHLANDER,Slim Fit Checked Casual shirt,Rs. 1759,https://www.myntra.com/shirts/highlander/highlander-slim-fit-shepherd-checks-checked-casual-shirt/21978762/buy,3.7
436,Levis,Cotton Casual shirt,Rs. 584,https://www.myntra.com/shirts/levis/levis-pure-cotton-casual-shirt/21922258/buy,4.6
437,INVICTUS,Slim Fit Solid Casual shirt,Rs. 1538,https://www.myntra.com/shirts/invictus/invictus-men-grey-slim-fit-solid-casual-shirt/13406412/buy,4.1
438,WROGN,Men Skinny Fit jeans,Rs. 4499,https://www.myntra.com/jeans/wrogn/wrogn-men-blue-cropped-skinny-fit-heavy-fade-mid-rise--stretchable-jeans/15068740/buy,3.4
439,PUMA Motorsport,Motorsport jacket with Patchwork,Rs. 899,https://www.myntra.com/jackets/puma-motorsport/puma-motorsport-men-black-striped-outdoor-motorsport-jacket-with-patchwork/19193500/buy,4.1
440,The Souled Store,Oversized tshirt,Rs. 2879,https://www.myntra.com/tshirts/the-souled-store/the-souled-store-men-black-batman-applique-oversized-t-shirt/18744972/buy,4.5
441,Levis,Men Relaxed Fit jeans,Rs. 1019,https://www.myntra.com/jeans/levis/levis-men-relaxed-fit-light-fade-stretchable-mid-rise-jeans/21927030/buy,4.7
442,Roadster,Ditsy Geometric Cotton shirt,Rs. 389,https://www.myntra.com/shirts/roadster/roadster-men-mint-green--black-ditsy-geometric-print-cotton-casual-sustainable-shirt/12947170/buy,4.1
443,ether,Pure Cotton tshirt,Rs. 512,https://www.myntra.com/tshirts/ether/ether-white-pure-cotton-t-shirt/1018611/buy,4
444,Kook N Keech Marvel,Printed Round Neck Pure Cotton Relaxed tshirt,Rs. 989,https://www.myntra.com/tshirts/kook-n-keech-marvel/kook-n-keech-marvel-men-pink-printed-round-neck-pure-cotton-relaxed-t-shirt/12958468/buy,4
445,Mast & Harbour,Men Tapered Fit jeans,Rs. 2847,https://www.myntra.com/jeans/mast--harbour/mast--harbour-men-tapered-fit-mildly-distressed-light-fade-stretchable-jeans/21425502/buy,4
446,Louis Philippe,Self Designed Cotton shirt,Rs. 599,https://www.myntra.com/shirts/louis-philippe/louis-philippe-self-designed-slim-fit-pure-cotton-formal-shirt/22538824/buy,4.2
447,HIGHLANDER,Men Tapered Fit jeans,Rs. 759,https://www.myntra.com/jeans/highlander/highlander-men-blue-tapered-fit-mid-rise-clean-look-jeans/13188732/buy,3.7
448,Mast & Harbour,Floral Printed Casual Sustainable shirt,Rs. 1826,https://www.myntra.com/shirts/mast--harbour/mast--harbour-men-pink--white-floral-printed-casual-sustainable-shirt/13120356/buy,4.3
449,WROGN,Men Slim Fit jeans,Rs. 899,https://www.myntra.com/jeans/wrogn/wrogn-men-blue-slim-fit-mid-rise-clean-look-stretchable-jeans/8424613/buy,3.8
